id,store_id,order_date,payment
355,35,2020-01-01,1816
356,46,2020-01-07,859
357,91,2020-01-04,2960
358,55,2020-01-06,2766
359,43,2020-01-12,1302
360,29,2020-01-13,519
361,55,2020-01-01,960
362,69,2020-01-10,424
363,51,2020-01-03,1840
364,42,2020-01-03,2510
365,89,2020-01-03,288
366,47,2020-01-02,1344
367,68,2020-01-13,2194
368,46,2020-01-01,136
369,79,2020-01-07,1894
370,87,2020-01-10,3182
371,32,2020-01-12,2778
372,16,2020-01-07,1732
373,76,2020-01-08,2072
374,3,2020-01-03,874
375,26,2020-01-09,1088
376,29,2020-01-03,1161
377,89,2020-01-13,3038
378,85,2020-01-12,2079
379,12,2020-01-08,2694
380,47,2020-01-07,1481
381,14,2020-01-14,3045
382,71,2020-01-06,1033
383,80,2020-01-12,2189
384,43,2020-01-02,393
385,10,2020-01-05,1423
386,39,2020-01-04,1006
387,37,2020-01-12,151
388,77,2020-01-05,1106
389,24,2020-01-10,1236
390,43,2020-01-13,507
391,64,2020-01-07,998
392,52,2020-01-13,1587
393,58,2020-01-01,749
394,97,2020-01-12,256
395,16,2020-01-04,816
396,13,2020-01-07,454
397,30,2020-01-10,2892
398,72,2020-01-11,832
399,81,2020-01-01,530
400,27,2020-01-04,370
401,26,2020-01-04,1390
402,86,2020-01-02,1351
403,97,2020-01-08,1106
404,33,2020-01-04,669
405,20,2020-01-05,1602
406,55,2020-01-01,2722
407,60,2020-01-11,2179
408,18,2020-01-06,1986
409,84,2020-01-14,1099
410,6,2020-01-05,3224
411,15,2020-01-06,1807
412,72,2020-01-01,2613
413,25,2020-01-02,1504
414,44,2020-01-04,1515
415,12,2020-01-06,732
416,28,2020-01-03,3130
417,81,2020-01-10,584
418,48,2020-01-04,3129
419,30,2020-01-12,513
420,50,2020-01-14,2756
421,14,2020-01-10,1881
422,22,2020-01-12,2412
423,8,2020-01-10,154
424,3,2020-01-07,488
425,74,2020-01-08,1724
426,10,2020-01-12,1793
427,64,2020-01-08,1836
428,86,2020-01-03,1797
429,9,2020-01-14,1204
430,77,2020-01-06,866
431,70,2020-01-11,935
432,65,2020-01-09,983
433,32,2020-01-02,1616
434,57,2020-01-05,936
435,33,2020-01-08,2163
436,40,2020-01-12,3688
437,45,2020-01-08,834
438,74,2020-01-14,2706
439,9,2020-01-06,1807
440,9,2020-01-13,156
441,6,2020-01-10,252
442,32,2020-01-03,3414
443,36,2020-01-06,585
444,6,2020-01-08,920
445,97,2020-01-07,2276
446,57,2020-01-10,2728
447,2,2020-01-06,1300
448,39,2020-01-10,3593
449,29,2020-01-10,990
450,100,2020-01-13,2217
451,67,2020-01-06,1954
452,23,2020-01-05,1179
453,44,2020-01-11,975
454,72,2020-01-08,226
455,33,2020-01-08,564
456,79,2020-01-14,954
457,28,2020-01-12,2582
458,60,2020-01-03,1015
459,19,2020-01-01,260
460,14,2020-01-10,1486
461,68,2020-01-04,3186
462,95,2020-01-13,626
463,45,2020-01-08,1056
464,39,2020-01-09,99
465,10,2020-01-03,965
466,29,2020-01-07,2929
467,8,2020-01-11,1752
468,39,2020-01-14,95
469,69,2020-01-01,488
470,40,2020-01-08,192
471,36,2020-01-04,2168
472,76,2020-01-03,882
473,48,2020-01-06,1256
474,58,2020-01-12,953
475,84,2020-01-03,2328
476,68,2020-01-01,2565
477,50,2020-01-13,2314
478,83,2020-01-04,270
479,22,2020-01-08,944
480,32,2020-01-12,2442
481,12,2020-01-13,1618
482,36,2020-01-01,5982
483,84,2020-01-07,212
484,43,2020-01-04,2558
485,69,2020-01-03,2428
486,100,2020-01-01,390
487,15,2020-01-11,1406
488,27,2020-01-12,1195
489,34,2020-01-06,1980
490,27,2020-01-02,1218
491,87,2020-01-10,3588
492,40,2020-01-04,1301
493,70,2020-01-12,691
494,79,2020-01-13,3231
495,23,2020-01-13,636
496,64,2020-01-11,1955
497,1,2020-01-05,412
498,81,2020-01-02,988
499,27,2020-01-10,1719
500,57,2020-01-02,728
501,76,2020-01-03,1570
502,51,2020-01-07,632
503,63,2020-01-01,1796
504,68,2020-01-14,1225
505,15,2020-01-06,565
506,96,2020-01-12,702
507,15,2020-01-08,1794
508,3,2020-01-01,1546
509,97,2020-01-05,2555
510,63,2020-01-13,2256
511,83,2020-01-11,420
512,34,2020-01-14,1600
513,46,2020-01-02,2113
514,13,2020-01-02,481
515,64,2020-01-01,1161
516,49,2020-01-07,1173
517,68,2020-01-03,90
518,82,2020-01-14,535
519,95,2020-01-01,248
520,96,2020-01-01,2040
521,95,2020-01-10,2417
522,76,2020-01-04,1680
523,42,2020-01-14,994
524,9,2020-01-02,1665
525,51,2020-01-04,1290
526,97,2020-01-06,459
527,9,2020-01-13,1560
528,84,2020-01-06,554
529,15,2020-01-12,1435
530,37,2020-01-08,877
531,7,2020-01-03,2672
532,19,2020-01-13,1225
533,42,2020-01-01,2411
534,32,2020-01-12,1302
535,35,2020-01-12,959
536,68,2020-01-02,2150
537,53,2020-01-02,4302
538,33,2020-01-12,720
539,3,2020-01-12,708
540,76,2020-01-04,257
541,91,2020-01-09,381
542,74,2020-01-06,1017
543,60,2020-01-02,2313
544,59,2020-01-01,260
545,8,2020-01-09,944
546,55,2020-01-11,876
547,68,2020-01-11,3107
548,2,2020-01-13,1878
549,64,2020-01-13,1962
550,1,2020-01-09,681
551,34,2020-01-13,2560
552,1,2020-01-09,194
553,15,2020-01-02,760
554,56,2020-01-10,866
555,23,2020-01-13,485
556,75,2020-01-07,818
557,21,2020-01-03,1926
558,12,2020-01-06,2207
559,49,2020-01-06,1043
560,1,2020-01-09,600
561,25,2020-01-13,3314
562,47,2020-01-07,1869
563,80,2020-01-11,887
564,81,2020-01-07,1230
565,38,2020-01-07,1267
566,56,2020-01-02,1404
567,78,2020-01-01,1515
568,40,2020-01-01,1012
569,66,2020-01-02,1580
570,34,2020-01-04,479
571,14,2020-01-02,1265
572,39,2020-01-14,710
573,10,2020-01-10,1926
574,49,2020-01-04,1178
575,10,2020-01-01,360
576,74,2020-01-02,3505
577,25,2020-01-07,295
578,26,2020-01-05,4084
579,84,2020-01-06,1442
580,11,2020-01-03,493
581,11,2020-01-09,1640
582,47,2020-01-14,2438
583,31,2020-01-09,537
584,25,2020-01-04,256
585,17,2020-01-06,120
586,74,2020-01-05,827
587,61,2020-01-09,622
588,45,2020-01-08,2241
589,88,2020-01-11,1449
590,33,2020-01-10,765
591,77,2020-01-05,453
592,63,2020-01-04,196
593,74,2020-01-02,3211
594,52,2020-01-11,2520
595,71,2020-01-12,703
596,98,2020-01-05,1594
597,97,2020-01-01,1250
598,63,2020-01-07,3942
599,67,2020-01-01,567
600,58,2020-01-08,125
601,21,2020-01-09,1385
602,71,2020-01-05,829
603,59,2020-01-08,3426
604,26,2020-01-07,818
605,88,2020-01-10,3377
606,87,2020-01-14,3386
607,48,2020-01-10,1448
608,75,2020-01-07,486
609,13,2020-01-06,2664
610,44,2020-01-13,875
611,37,2020-01-11,486
612,78,2020-01-12,820
613,82,2020-01-08,1495
614,97,2020-01-04,3508
615,66,2020-01-08,666
616,65,2020-01-04,1838
617,68,2020-01-08,1183
618,18,2020-01-03,1506
619,85,2020-01-11,650
620,61,2020-01-01,588
621,44,2020-01-04,1386
622,19,2020-01-05,1460
623,93,2020-01-02,1560
624,21,2020-01-03,1498
625,89,2020-01-10,1866
626,57,2020-01-13,815
627,37,2020-01-11,2432
628,87,2020-01-07,615
629,88,2020-01-06,401
630,72,2020-01-14,1275
631,98,2020-01-13,3012
632,90,2020-01-10,1965
633,77,2020-01-11,153
634,61,2020-01-10,1207
635,99,2020-01-06,371
636,63,2020-01-07,1936
637,44,2020-01-02,332
638,43,2020-01-01,2383
639,5,2020-01-06,293
640,82,2020-01-04,1088
641,91,2020-01-13,1569
642,100,2020-01-12,65
643,55,2020-01-14,1913
644,1,2020-01-06,1216
645,85,2020-01-05,1113
646,99,2020-01-05,1233
647,58,2020-01-11,2361
648,55,2020-01-03,1390
649,64,2020-01-02,425
650,83,2020-01-05,1288
651,74,2020-01-04,1422
652,89,2020-01-05,3770
653,42,2020-01-08,659
654,74,2020-01-09,242
655,13,2020-01-02,2676
656,19,2020-01-09,2303
657,31,2020-01-02,4666
658,74,2020-01-14,790
659,1,2020-01-09,553
660,67,2020-01-11,1188
661,26,2020-01-01,1210
662,83,2020-01-03,1178
663,12,2020-01-12,3678
664,69,2020-01-08,497
665,46,2020-01-03,343
666,68,2020-01-08,1375
667,55,2020-01-02,722
668,78,2020-01-06,4082
669,12,2020-01-13,2751
670,87,2020-01-01,2107
671,78,2020-01-01,2109
672,33,2020-01-08,281
673,56,2020-01-11,72
674,24,2020-01-07,1602
675,57,2020-01-13,1914
676,30,2020-01-06,165
677,36,2020-01-04,703
678,83,2020-01-10,1010
679,87,2020-01-08,303
680,70,2020-01-03,1372
681,22,2020-01-04,1820
682,27,2020-01-09,1330
683,93,2020-01-12,66
684,76,2020-01-08,82
685,98,2020-01-10,72
686,73,2020-01-05,1446
687,58,2020-01-02,1556
688,26,2020-01-08,1228
689,39,2020-01-04,1591
690,10,2020-01-13,102
691,55,2020-01-10,1691
692,85,2020-01-08,476
693,60,2020-01-14,190
694,12,2020-01-04,2160
695,57,2020-01-08,783
696,3,2020-01-07,234
697,75,2020-01-10,1268
698,1,2020-01-13,690
699,94,2020-01-02,125
700,35,2020-01-08,2138
701,4,2020-01-07,90
702,58,2020-01-02,380
703,16,2020-01-13,336
704,99,2020-01-04,2612
705,87,2020-01-11,1823
706,49,2020-01-08,2580
707,84,2020-01-04,2570
708,22,2020-01-12,2512
709,91,2020-01-02,2156
710,46,2020-01-02,2556
711,32,2020-01-06,209
712,79,2020-01-01,2421
713,90,2020-01-06,488
714,43,2020-01-09,426
715,88,2020-01-07,1543
716,59,2020-01-08,1789
717,14,2020-01-10,1678
718,16,2020-01-13,971
719,3,2020-01-10,800
720,20,2020-01-06,1432
721,77,2020-01-07,1161
722,87,2020-01-10,965
723,27,2020-01-04,704
724,29,2020-01-04,3087
725,19,2020-01-02,1657
726,8,2020-01-10,1362
727,57,2020-01-10,678
728,73,2020-01-03,80
729,83,2020-01-14,2322
730,32,2020-01-06,2699
731,78,2020-01-07,2372
732,43,2020-01-12,755
733,18,2020-01-04,303
734,12,2020-01-14,560
735,62,2020-01-07,2458
736,73,2020-01-06,576
737,83,2020-01-01,3169
738,68,2020-01-03,280
739,78,2020-01-14,192
740,89,2020-01-07,71
741,3,2020-01-04,816
742,46,2020-01-09,3888
743,32,2020-01-02,750
744,34,2020-01-12,1836
745,44,2020-01-03,549
746,69,2020-01-08,2771
747,39,2020-01-07,1959
748,2,2020-01-10,465
749,33,2020-01-05,2249
750,78,2020-01-07,558
751,96,2020-01-14,1140
752,15,2020-01-04,2136
753,15,2020-01-10,1910
754,65,2020-01-03,1863
755,66,2020-01-04,1078
756,81,2020-01-10,96
757,5,2020-01-02,245
758,68,2020-01-06,2525
759,63,2020-01-02,1372
760,98,2020-01-11,2035
761,36,2020-01-09,4014
762,64,2020-01-09,546
763,54,2020-01-13,2093
764,52,2020-01-04,807
765,74,2020-01-05,2862
766,57,2020-01-07,1255
767,15,2020-01-10,811
768,20,2020-01-03,1717
769,18,2020-01-12,244
770,13,2020-01-09,2271
771,63,2020-01-02,585
772,47,2020-01-09,375
773,76,2020-01-09,1876
774,33,2020-01-09,2828
775,83,2020-01-08,1693
776,53,2020-01-13,1253
777,21,2020-01-11,1214
778,38,2020-01-10,184
779,79,2020-01-01,2188
780,40,2020-01-06,1744
781,13,2020-01-09,4618
782,18,2020-01-02,1051
783,30,2020-01-09,126
784,65,2020-01-07,893
785,57,2020-01-03,552
786,34,2020-01-04,1864
787,93,2020-01-06,616
788,18,2020-01-05,1059
789,73,2020-01-01,915
790,5,2020-01-11,795
791,90,2020-01-12,1730
792,1,2020-01-12,2364
793,64,2020-01-07,2142
794,56,2020-01-12,2260
795,91,2020-01-04,2659
796,38,2020-01-05,644
797,53,2020-01-03,2898
798,3,2020-01-14,2668
799,84,2020-01-05,1445
800,55,2020-01-14,2990
801,32,2020-01-05,1177
802,18,2020-01-08,1623
803,82,2020-01-11,1845
804,9,2020-01-08,1566
805,12,2020-01-02,2100
806,69,2020-01-11,1834
807,65,2020-01-03,1120
808,83,2020-01-09,955
809,39,2020-01-12,1457
810,60,2020-01-11,772
811,31,2020-01-06,1784
812,1,2020-01-13,476
813,22,2020-01-10,2073
814,43,2020-01-10,51
815,42,2020-01-14,1230
816,9,2020-01-12,60
817,21,2020-01-02,188
818,70,2020-01-03,1020
819,2,2020-01-07,608
820,82,2020-01-04,2289
821,94,2020-01-02,3214
822,48,2020-01-03,1622
823,29,2020-01-09,4005
824,82,2020-01-02,1756
825,8,2020-01-11,564
826,61,2020-01-09,538
827,1,2020-01-12,410
828,24,2020-01-04,1191
829,46,2020-01-13,1596
830,65,2020-01-07,324
831,24,2020-01-08,1639
832,23,2020-01-12,242
833,25,2020-01-14,1641
834,29,2020-01-13,747
835,30,2020-01-09,3740
836,73,2020-01-10,2796
837,94,2020-01-06,484
838,53,2020-01-11,1002
839,96,2020-01-13,699
840,67,2020-01-10,3086
841,48,2020-01-10,944
842,26,2020-01-03,3344
843,69,2020-01-11,2044
844,39,2020-01-08,77
845,51,2020-01-04,2399
846,44,2020-01-13,500
847,45,2020-01-05,1057
848,95,2020-01-06,2158
849,61,2020-01-01,1187
850,43,2020-01-13,784
851,79,2020-01-01,2099
852,37,2020-01-01,3332
853,11,2020-01-07,2534
854,58,2020-01-07,716
855,88,2020-01-14,1305
856,2,2020-01-02,1488
857,26,2020-01-13,1127
858,55,2020-01-11,960
859,56,2020-01-10,3789
860,30,2020-01-10,2059
861,31,2020-01-01,1575
862,82,2020-01-14,20
863,77,2020-01-13,537
864,89,2020-01-14,768
865,91,2020-01-09,1260
866,73,2020-01-08,78
867,23,2020-01-14,372
868,80,2020-01-09,839
869,8,2020-01-10,2752
870,61,2020-01-13,786
871,4,2020-01-07,1032
872,13,2020-01-09,2038
873,18,2020-01-09,1230
874,87,2020-01-06,1317
875,25,2020-01-02,935
876,6,2020-01-14,1246
877,50,2020-01-01,2235
878,29,2020-01-09,1763
879,56,2020-01-02,531
880,84,2020-01-02,2619
881,82,2020-01-09,704
882,45,2020-01-03,2768
883,44,2020-01-01,3179
884,45,2020-01-10,2266
885,96,2020-01-05,2778
886,58,2020-01-05,4235
887,94,2020-01-12,1152
888,92,2020-01-09,3464
889,59,2020-01-03,1630
890,31,2020-01-10,1119
891,92,2020-01-06,1152
892,12,2020-01-10,3386
893,82,2020-01-07,1036
894,64,2020-01-08,1371
895,91,2020-01-09,2154
896,34,2020-01-02,2864
897,92,2020-01-12,1253
898,16,2020-01-13,2015
899,69,2020-01-12,1000
900,13,2020-01-09,2640
901,57,2020-01-02,1750
902,21,2020-01-08,3243
903,18,2020-01-12,2153
904,19,2020-01-01,1474
905,23,2020-01-01,1709
906,24,2020-01-09,3068
907,16,2020-01-01,3459
908,37,2020-01-05,193
909,43,2020-01-12,935
910,46,2020-01-02,1836
911,72,2020-01-02,1250
912,52,2020-01-04,1251
913,79,2020-01-08,1513
914,29,2020-01-05,930
915,46,2020-01-09,1003
916,72,2020-01-13,336
917,64,2020-01-04,261
918,44,2020-01-13,686
919,3,2020-01-05,1448
920,41,2020-01-08,241
921,77,2020-01-14,1985
922,82,2020-01-03,658
923,41,2020-01-12,1253
924,21,2020-01-01,994
925,3,2020-01-10,1888
926,62,2020-01-11,3597
927,85,2020-01-13,915
928,41,2020-01-09,2279
929,63,2020-01-01,4477
930,56,2020-01-08,558
931,94,2020-01-12,1050
932,55,2020-01-14,1410
933,29,2020-01-08,746
934,62,2020-01-10,628
935,86,2020-01-08,2158
936,86,2020-01-05,1080
937,43,2020-01-05,1098
938,45,2020-01-13,68
939,96,2020-01-02,2010
940,66,2020-01-08,957
941,84,2020-01-09,1256
942,51,2020-01-12,516
943,5,2020-01-08,180
944,54,2020-01-06,3496
945,69,2020-01-06,2258
946,42,2020-01-12,2647
947,8,2020-01-07,2203
948,30,2020-01-13,814
949,33,2020-01-14,208
950,73,2020-01-04,120
951,76,2020-01-07,1127
952,10,2020-01-04,1227
953,42,2020-01-01,349
954,2,2020-01-07,670
955,77,2020-01-05,1342
956,90,2020-01-05,1619
957,69,2020-01-14,3187
958,5,2020-01-13,916
959,52,2020-01-04,2557
960,20,2020-01-09,2688
961,5,2020-01-12,2320
962,82,2020-01-03,2460
963,71,2020-01-03,2190
964,47,2020-01-01,74
965,43,2020-01-07,1667
966,54,2020-01-05,2000
967,6,2020-01-14,1096
968,24,2020-01-07,714
969,75,2020-01-07,1182
970,13,2020-01-14,1671
971,92,2020-01-03,140
972,15,2020-01-02,1202
973,36,2020-01-06,759
974,72,2020-01-06,1502
975,75,2020-01-09,2196
976,81,2020-01-11,1741
977,20,2020-01-10,695
978,24,2020-01-14,1143
979,10,2020-01-11,131
980,29,2020-01-13,3330
981,96,2020-01-07,1576
982,3,2020-01-08,956
983,61,2020-01-13,1866
984,97,2020-01-10,1797
985,24,2020-01-04,974
986,8,2020-01-03,1158
987,59,2020-01-11,2019
988,62,2020-01-03,1760
989,94,2020-01-12,2028
990,18,2020-01-02,3359
991,5,2020-01-13,2171
992,47,2020-01-08,574
993,11,2020-01-13,1661
994,25,2020-01-03,2242
995,76,2020-01-10,912
996,69,2020-01-08,2222
997,7,2020-01-03,906
998,78,2020-01-07,58
999,88,2020-01-11,1002
1000,95,2020-01-02,3870
1001,45,2020-01-11,3923
1002,17,2020-01-06,1734
1003,15,2020-01-05,1653
1004,15,2020-01-07,2671
1005,62,2020-01-06,2078
1006,40,2020-01-07,1311
1007,46,2020-01-07,516
1008,65,2020-01-08,1840
1009,22,2020-01-13,844
1010,44,2020-01-03,2483
1011,4,2020-01-12,2986
1012,25,2020-01-05,2597
1013,35,2020-01-02,1353
1014,38,2020-01-04,911
1015,38,2020-01-02,1659
1016,98,2020-01-01,3086
1017,41,2020-01-08,4042
1018,79,2020-01-12,1582
1019,43,2020-01-01,327
1020,67,2020-01-09,544
1021,75,2020-01-02,1071
1022,62,2020-01-14,1010
1023,15,2020-01-13,1439
