order_id,product_id,price_per_unit,quantity,total_price
112,146,114,4,456
113,657,91,4,364
113,646,46,10,460
113,116,79,3,237
114,347,192,2,384
114,926,103,4,412
114,791,81,7,567
115,760,142,8,1136
115,957,80,10,800
115,246,198,2,396
115,570,158,8,1264
116,654,59,8,472
116,227,113,1,113
117,606,131,10,1310
118,76,71,4,284
118,278,131,4,524
118,920,125,2,250
118,378,159,1,159
119,750,131,7,917
120,927,166,8,1328
120,563,122,1,122
120,201,159,1,159
120,173,168,8,1344
121,789,176,2,352
122,314,93,4,372
122,402,68,10,680
123,712,140,2,280
123,613,200,10,2000
123,921,73,8,584
123,291,74,1,74
124,17,145,10,1450
124,884,128,5,640
125,932,31,4,124
126,389,128,1,128
126,510,52,8,416
126,21,197,7,1379
127,559,166,4,664
127,416,87,6,522
128,749,93,2,186
128,187,156,10,1560
129,547,185,3,555
129,707,199,4,796
130,277,41,4,164
130,230,39,3,117
131,492,89,2,178
131,600,171,9,1539
131,936,92,7,644
131,490,77,1,77
132,292,52,4,208
132,97,189,7,1323
133,645,42,6,252
134,155,184,5,920
134,415,129,5,645
134,456,167,10,1670
135,553,196,2,392
135,636,189,1,189
136,350,36,3,108
136,344,147,5,735
136,921,73,10,730
137,148,135,9,1215
137,188,135,6,810
138,772,68,7,476
138,307,82,2,164
138,359,19,9,171
139,855,99,10,990
139,70,27,5,135
140,777,135,1,135
141,354,172,9,1548
141,277,41,4,164
141,51,151,1,151
141,598,136,10,1360
142,677,159,6,954
142,491,24,10,240
142,357,165,9,1485
143,255,57,2,114
143,577,173,1,173
144,855,99,3,297
144,42,169,1,169
144,494,84,3,252
145,26,155,10,1550
145,763,104,3,312
146,807,176,9,1584
146,854,39,8,312
147,440,194,7,1358
147,323,88,5,440
147,141,153,5,765
148,616,124,2,248
148,730,72,3,216
148,39,136,10,1360
149,105,123,1,123
149,777,135,10,1350
150,719,108,8,864
151,50,164,2,328
151,923,133,6,798
152,972,72,6,432
152,241,149,7,1043
152,263,172,9,1548
152,34,26,1,26
153,625,161,2,322
153,375,15,2,30
153,458,98,8,784
153,770,162,1,162
154,592,69,6,414
154,251,110,10,1100
154,214,158,4,632
155,539,92,10,920
155,360,92,4,368
155,405,77,7,539
156,332,95,5,475
156,890,112,10,1120
157,366,124,3,372
158,786,89,5,445
158,795,13,1,13
158,817,57,6,342
158,939,189,8,1512
159,694,81,2,162
159,415,129,6,774
159,829,43,5,215
160,300,61,2,122
160,274,138,1,138
160,684,174,10,1740
161,360,92,3,276
161,866,159,2,318
161,275,99,7,693
162,196,169,8,1352
162,937,13,10,130
163,764,24,8,192
164,666,176,8,1408
165,251,110,3,330
166,625,161,2,322
166,25,152,6,912
167,273,151,4,604
167,709,121,5,605
167,478,87,2,174
168,330,59,3,177
168,212,200,8,1600
168,933,10,10,100
168,971,69,6,414
169,92,12,9,108
169,160,169,5,845
169,926,103,1,103
169,223,69,6,414
170,228,153,6,918
170,862,179,9,1611
171,271,184,5,920
171,565,35,3,105
172,289,97,5,485
172,49,129,8,1032
172,654,59,3,177
173,725,53,6,318
173,948,141,6,846
173,88,190,1,190
173,888,195,9,1755
174,122,13,10,130
174,116,79,5,395
174,77,117,9,1053
175,802,181,3,543
176,672,167,8,1336
176,837,50,6,300
177,281,151,8,1208
178,676,97,9,873
178,955,158,7,1106
179,233,65,7,455
179,373,25,6,150
179,308,54,1,54
180,592,69,7,483
181,74,192,8,1536
182,938,37,2,74
183,771,65,6,390
183,11,58,3,174
183,656,29,7,203
184,390,38,4,152
184,347,192,4,768
185,508,63,9,567
185,995,178,7,1246
186,186,160,9,1440
186,6,183,3,549
187,153,110,4,440
187,850,39,7,273
188,10,156,7,1092
188,736,131,8,1048
188,354,172,4,688
189,753,165,4,660
190,121,29,10,290
190,760,142,7,994
190,390,38,5,190
191,573,190,6,1140
191,736,131,3,393
191,729,50,8,400
191,541,148,5,740
192,453,132,1,132
193,326,161,7,1127
193,668,50,3,150
193,33,94,7,658
194,501,62,4,248
195,214,158,9,1422
195,410,13,6,78
195,450,135,5,675
195,572,24,5,120
196,262,182,4,728
196,420,32,5,160
196,756,132,1,132
196,600,171,5,855
197,829,43,2,86
198,271,184,1,184
198,579,66,9,594
198,130,106,4,424
199,246,198,3,594
199,979,43,2,86
199,30,199,2,398
199,112,199,3,597
200,107,130,6,780
200,715,136,10,1360
201,576,130,3,390
201,780,82,7,574
202,981,108,2,216
203,80,129,8,1032
203,800,59,6,354
204,93,199,2,398
204,890,112,4,448
204,615,163,9,1467
205,174,71,5,355
205,258,16,8,128
205,900,177,10,1770
205,996,71,8,568
206,126,15,10,150
206,604,147,10,1470
206,3,168,6,1008
206,345,121,7,847
207,508,63,3,189
207,291,74,4,296
207,615,163,2,326
207,318,193,10,1930
208,476,137,7,959
209,514,141,4,564
209,647,64,2,128
209,350,36,1,36
210,293,116,8,928
210,821,134,1,134
211,860,64,3,192
211,932,31,6,186
212,535,84,1,84
213,354,172,3,516
213,747,181,8,1448
214,682,137,8,1096
214,671,141,8,1128
214,808,47,8,376
214,866,159,4,636
215,894,74,1,74
215,552,13,3,39
216,20,113,9,1017
216,729,50,2,100
217,708,86,7,602
218,150,193,10,1930
218,622,167,4,668
218,145,135,9,1215
219,681,60,4,240
219,231,67,10,670
219,895,83,3,249
219,309,126,10,1260
220,651,83,4,332
220,318,193,2,386
220,823,103,9,927
220,747,181,8,1448
221,895,83,3,249
221,542,157,5,785
222,548,170,5,850
223,753,165,3,495
223,737,22,2,44
223,37,182,8,1456
224,441,186,3,558
224,63,146,1,146
225,120,131,3,393
225,75,86,7,602
226,364,173,4,692
226,821,134,9,1206
226,240,189,6,1134
227,580,166,7,1162
227,418,34,9,306
228,413,39,7,273
228,992,67,5,335
228,509,25,1,25
229,20,113,8,904
229,655,22,4,88
230,941,85,8,680
230,910,89,2,178
230,577,173,3,519
230,11,58,3,174
231,279,93,3,279
231,156,192,5,960
231,298,60,1,60
231,31,33,3,99
232,491,24,1,24
233,536,199,6,1194
233,136,194,6,1164
233,917,185,3,555
234,541,148,9,1332
234,731,16,4,64
235,127,128,3,384
235,392,188,4,752
235,640,94,9,846
235,994,125,6,750
236,918,81,5,405
236,536,199,7,1393
237,412,16,6,96
237,353,193,2,386
238,247,80,10,800
239,833,156,7,1092
239,699,180,1,180
239,493,178,4,712
239,357,165,2,330
240,58,159,4,636
241,980,132,6,792
241,754,91,3,273
241,785,33,9,297
242,413,39,9,351
242,500,138,2,276
242,76,71,10,710
242,429,166,4,664
243,956,133,8,1064
244,36,189,4,756
244,837,50,1,50
244,504,115,6,690
244,184,73,2,146
245,787,145,5,725
245,965,135,10,1350
245,84,49,2,98
246,113,94,1,94
246,800,59,10,590
246,278,131,5,655
246,162,144,10,1440
247,445,110,3,330
248,437,128,5,640
248,403,163,5,815
248,428,90,1,90
249,375,15,4,60
249,186,160,8,1280
249,614,14,1,14
249,769,103,9,927
250,524,191,9,1719
251,546,166,2,332
251,119,43,10,430
251,231,67,3,201
251,596,45,1,45
252,900,177,7,1239
252,40,100,8,800
252,53,171,6,1026
253,128,130,7,910
253,597,132,3,396
253,400,130,3,390
253,539,92,5,460
254,917,185,7,1295
254,992,67,7,469
255,954,77,5,385
255,346,194,8,1552
255,114,58,7,406
255,795,13,6,78
256,292,52,5,260
256,977,74,5,370
256,347,192,5,960
257,947,34,1,34
258,971,69,1,69
259,627,129,4,516
260,836,114,10,1140
260,323,88,8,704
260,224,100,6,600
260,449,183,7,1281
261,186,160,4,640
262,298,60,3,180
263,858,127,4,508
263,334,141,4,564
263,498,160,6,960
263,626,193,10,1930
264,29,109,9,981
264,179,177,1,177
264,317,35,9,315
264,583,190,9,1710
265,898,41,10,410
265,416,87,10,870
265,392,188,8,1504
266,129,103,7,721
267,8,129,8,1032
268,475,10,8,80
269,833,156,10,1560
269,555,53,6,318
269,966,181,2,362
270,763,104,3,312
270,593,72,9,648
270,644,17,10,170
271,788,142,1,142
271,93,199,10,1990
272,879,32,4,128
273,701,61,9,549
274,790,58,7,406
275,368,71,2,142
275,862,179,6,1074
276,651,83,9,747
277,7,12,10,120
277,4,42,1,42
278,702,55,7,385
278,555,53,7,371
278,410,13,9,117
278,278,131,2,262
279,842,131,6,786
279,954,77,3,231
279,991,109,10,1090
280,11,58,1,58
281,281,151,6,906
281,568,97,8,776
282,408,37,4,148
282,546,166,4,664
282,550,137,3,411
282,128,130,4,520
283,514,141,1,141
283,679,67,4,268
283,404,144,10,1440
284,1,53,9,477
285,861,10,2,20
285,283,24,8,192
285,935,180,2,360
285,193,192,10,1920
286,516,137,9,1233
286,878,130,7,910
287,906,174,1,174
288,984,145,5,725
288,971,69,9,621
289,467,159,1,159
289,942,147,1,147
289,902,77,10,770
290,660,56,6,336
290,362,155,6,930
290,183,118,1,118
291,950,80,10,800
291,16,39,1,39
291,680,119,9,1071
292,799,132,3,396
293,224,100,7,700
293,261,67,1,67
293,736,131,1,131
293,333,32,10,320
294,692,95,8,760
295,664,133,6,798
295,548,170,2,340
295,427,139,8,1112
295,735,105,10,1050
296,347,192,3,576
297,672,167,2,334
297,175,151,6,906
298,445,110,7,770
298,827,92,10,920
298,527,71,10,710
299,3,168,10,1680
299,449,183,10,1830
299,193,192,3,576
300,823,103,9,927
300,814,67,1,67
300,316,42,7,294
301,844,159,5,795
301,939,189,6,1134
301,218,31,7,217
301,347,192,2,384
302,73,145,5,725
303,984,145,1,145
303,85,18,10,180
304,12,113,8,904
304,361,61,9,549
304,941,85,4,340
304,145,135,4,540
305,306,78,10,780
305,104,88,7,616
306,623,45,9,405
306,653,121,3,363
307,489,36,7,252
307,212,200,1,200
307,546,166,7,1162
307,429,166,6,996
308,223,69,4,276
308,653,121,8,968
308,742,25,1,25
308,416,87,9,783
309,433,180,6,1080
309,86,181,10,1810
309,640,94,9,846
309,467,159,1,159
310,747,181,10,1810
310,57,191,2,382
311,287,50,10,500
311,342,14,6,84
311,257,188,1,188
312,218,31,9,279
312,669,55,3,165
313,941,85,8,680
313,713,63,10,630
314,146,114,10,1140
314,262,182,10,1820
315,884,128,4,512
315,207,88,8,704
315,726,99,8,792
316,511,150,9,1350
317,166,53,3,159
317,463,145,4,580
317,832,160,2,320
317,185,49,6,294
318,221,29,9,261
318,198,87,10,870
318,587,54,8,432
319,327,37,1,37
319,184,73,9,657
320,963,45,5,225
320,365,48,7,336
320,157,57,8,456
321,221,29,6,174
321,121,29,6,174
322,884,128,6,768
322,716,182,7,1274
323,781,111,7,777
323,454,170,10,1700
323,384,125,10,1250
323,631,167,7,1169
324,238,80,1,80
325,719,108,9,972
325,57,191,5,955
325,714,186,7,1302
326,677,159,8,1272
326,395,117,9,1053
326,654,59,8,472
326,486,112,9,1008
327,2,189,3,567
327,254,110,2,220
328,204,103,7,721
329,837,50,8,400
329,368,71,10,710
330,531,102,4,408
330,766,53,7,371
330,233,65,4,260
331,411,76,9,684
331,816,160,10,1600
331,608,39,4,156
331,614,14,4,56
332,107,130,1,130
332,146,114,2,228
333,585,77,2,154
333,394,42,1,42
333,582,55,4,220
333,213,163,8,1304
334,807,176,4,704
334,26,155,9,1395
334,479,135,1,135
335,660,56,7,392
335,171,127,6,762
335,289,97,8,776
336,492,89,2,178
337,587,54,9,486
337,834,56,6,336
338,708,86,5,430
338,770,162,1,162
338,933,10,4,40
339,661,92,9,828
339,650,68,6,408
340,682,137,3,411
340,468,11,5,55
340,500,138,9,1242
341,445,110,7,770
341,581,69,3,207
342,252,17,1,17
342,269,195,2,390
342,523,68,10,680
342,120,131,9,1179
343,901,115,6,690
343,753,165,10,1650
344,123,68,7,476
344,935,180,1,180
344,325,18,6,108
345,790,58,1,58
345,608,39,8,312
345,176,108,1,108
345,764,24,8,192
346,279,93,1,93
346,257,188,4,752
346,177,11,3,33
347,316,42,10,420
347,503,124,5,620
347,671,141,2,282
348,527,71,10,710
348,628,175,9,1575
349,690,45,9,405
349,813,108,5,540
350,595,158,9,1422
350,977,74,5,370
351,189,187,2,374
351,109,135,7,945
351,521,23,7,161
352,386,185,7,1295
352,272,51,6,306
352,441,186,8,1488
352,807,176,1,176
353,519,179,8,1432
354,631,167,4,668
354,375,15,3,45
354,76,71,10,710
354,250,94,6,564
355,395,117,2,234
355,186,160,3,480
355,343,193,4,772
355,582,55,6,330
356,391,143,5,715
356,589,48,3,144
357,994,125,8,1000
357,502,196,10,1960
358,191,76,8,608
358,953,196,10,1960
358,634,22,9,198
359,739,186,7,1302
360,319,69,4,276
360,540,81,3,243
361,832,160,6,960
362,766,53,8,424
363,306,78,7,546
363,247,80,6,480
363,233,65,2,130
363,53,171,4,684
364,639,84,2,168
364,164,162,7,1134
364,192,200,1,200
364,60,126,8,1008
365,162,144,2,288
366,599,192,7,1344
367,843,175,10,1750
367,325,18,5,90
367,654,59,6,354
368,242,68,2,136
369,39,136,4,544
369,145,135,10,1350
370,245,161,2,322
370,739,186,10,1860
370,399,100,10,1000
371,445,110,8,880
371,639,84,7,588
371,102,170,5,850
371,635,115,4,460
372,926,103,4,412
372,756,132,10,1320
373,445,110,7,770
373,901,115,6,690
373,961,68,9,612
374,305,118,1,118
374,97,189,4,756
375,19,136,8,1088
376,526,129,9,1161
377,804,161,9,1449
377,925,98,5,490
377,542,157,7,1099
378,615,163,10,1630
378,267,38,10,380
378,223,69,1,69
379,973,115,8,920
379,244,105,6,630
379,342,14,1,14
379,301,113,10,1130
380,740,195,6,1170
380,678,115,2,230
380,322,81,1,81
381,897,178,10,1780
381,82,118,10,1180
381,941,85,1,85
382,499,85,8,680
382,103,145,1,145
382,846,42,4,168
382,564,10,4,40
383,524,191,5,955
383,150,193,2,386
383,447,106,8,848
384,736,131,3,393
385,411,76,3,228
385,38,106,8,848
385,508,63,4,252
385,332,95,1,95
386,807,176,3,528
386,874,53,2,106
386,968,124,3,372
387,273,151,1,151
388,812,55,9,495
388,466,181,1,181
388,411,76,4,304
388,309,126,1,126
389,515,191,2,382
389,358,122,7,854
390,42,169,3,507
391,633,115,2,230
391,442,96,8,768
392,452,197,2,394
392,372,79,7,553
392,816,160,4,640
393,902,77,3,231
393,977,74,7,518
394,860,64,4,256
395,741,10,8,80
395,967,184,4,736
396,800,59,2,118
396,834,56,6,336
397,981,108,4,432
397,665,113,4,452
397,727,58,1,58
397,888,195,10,1950
398,45,110,5,550
398,560,47,6,282
399,447,106,5,530
400,33,94,2,188
400,37,182,1,182
401,77,117,10,1170
401,702,55,4,220
402,415,129,10,1290
402,361,61,1,61
403,949,27,2,54
403,361,61,1,61
403,732,87,9,783
403,461,52,4,208
404,865,46,3,138
404,316,42,4,168
404,709,121,3,363
405,478,87,10,870
405,951,183,4,732
406,631,167,8,1336
406,246,198,7,1386
407,158,198,10,1980
407,707,199,1,199
408,733,111,5,555
408,844,159,9,1431
409,883,113,3,339
409,482,152,5,760
410,513,154,1,154
410,358,122,7,854
410,550,137,8,1096
410,534,112,10,1120
411,376,133,1,133
411,649,186,9,1674
412,984,145,7,1015
412,999,27,4,108
412,268,149,10,1490
413,392,188,8,1504
414,616,124,9,1116
414,315,139,2,278
414,462,121,1,121
415,45,110,6,660
415,873,24,3,72
416,942,147,10,1470
416,960,168,9,1512
416,327,37,4,148
417,230,39,6,234
417,256,70,5,350
418,92,12,3,36
418,619,166,9,1494
418,168,109,3,327
418,378,159,8,1272
419,333,32,1,32
419,346,194,1,194
419,277,41,7,287
420,775,66,3,198
420,793,162,3,486
420,833,156,7,1092
420,133,196,5,980
421,886,162,4,648
421,280,45,10,450
421,639,84,7,588
421,253,195,1,195
422,450,135,5,675
422,318,193,9,1737
423,737,22,7,154
424,495,61,5,305
424,300,61,3,183
425,997,90,3,270
425,913,160,7,1120
425,778,167,2,334
426,716,182,1,182
426,710,179,9,1611
427,92,12,8,96
427,712,140,9,1260
427,948,141,2,282
427,393,198,1,198
428,881,105,5,525
428,467,159,8,1272
429,481,103,4,412
429,853,88,6,528
429,31,33,8,264
430,961,68,7,476
430,253,195,2,390
431,697,92,8,736
431,744,199,1,199
432,381,55,6,330
432,485,159,3,477
432,876,22,8,176
433,737,22,7,154
433,155,184,1,184
433,457,154,6,924
433,179,177,2,354
434,270,78,8,624
434,61,78,4,312
435,352,51,3,153
435,415,129,8,1032
435,28,132,3,396
435,110,194,3,582
436,335,120,10,1200
436,168,109,4,436
436,148,135,8,1080
436,414,108,9,972
437,216,77,3,231
437,814,67,9,603
438,31,33,9,297
438,208,69,10,690
438,649,186,9,1674
438,126,15,3,45
439,374,101,3,303
439,321,188,8,1504
440,608,39,4,156
441,815,126,2,252
442,778,167,10,1670
442,914,169,8,1352
442,881,105,3,315
442,431,77,1,77
443,77,117,5,585
444,539,92,10,920
445,733,111,9,999
445,247,80,10,800
445,555,53,9,477
446,972,72,9,648
446,597,132,5,660
446,888,195,6,1170
446,729,50,5,250
447,288,66,2,132
447,118,32,9,288
447,808,47,2,94
447,152,131,6,786
448,1000,99,6,594
448,6,183,10,1830
448,990,167,7,1169
449,764,24,1,24
449,946,70,9,630
449,988,48,7,336
450,72,17,9,153
450,575,109,3,327
450,450,135,6,810
450,481,103,9,927
451,753,165,4,660
451,901,115,7,805
451,866,159,1,159
451,31,33,10,330
452,606,131,9,1179
453,931,195,5,975
454,752,113,2,226
455,33,94,6,564
456,555,53,4,212
456,660,56,6,336
456,941,85,4,340
456,673,66,1,66
457,615,163,10,1630
457,265,119,8,952
458,118,32,7,224
458,301,113,7,791
459,107,130,2,260
460,775,66,1,66
460,778,167,4,668
460,392,188,4,752
461,794,100,8,800
461,453,132,9,1188
461,593,72,4,288
461,878,130,7,910
462,96,90,2,180
462,789,176,1,176
462,363,27,10,270
463,470,74,6,444
463,249,68,9,612
464,275,99,1,99
465,687,143,5,715
465,373,25,10,250
466,674,88,6,528
466,344,147,10,1470
466,248,39,5,195
466,387,92,8,736
467,12,113,5,565
467,526,129,8,1032
467,284,155,1,155
468,332,95,1,95
469,872,19,2,38
469,690,45,7,315
469,963,45,3,135
470,896,54,2,108
470,117,28,3,84
471,889,175,6,1050
471,999,27,10,270
471,507,97,8,776
471,7,12,6,72
472,309,126,7,882
473,155,184,5,920
473,131,112,3,336
474,397,151,5,755
474,734,22,9,198
475,224,100,9,900
475,856,156,7,1092
475,572,24,9,216
475,681,60,2,120
476,193,192,7,1344
476,452,197,3,591
476,663,126,5,630
477,605,143,8,1144
477,107,130,9,1170
478,455,120,2,240
478,741,10,3,30
479,784,179,4,716
479,886,162,1,162
479,655,22,3,66
480,754,91,5,455
480,877,175,5,875
480,45,110,8,880
480,805,29,8,232
481,216,77,5,385
481,507,97,9,873
481,496,48,6,288
481,325,18,4,72
482,822,157,10,1570
482,483,198,8,1584
482,175,151,8,1208
482,935,180,9,1620
483,38,106,2,212
484,406,76,1,76
484,443,94,10,940
484,285,159,6,954
484,553,196,3,588
485,665,113,4,452
485,834,56,9,504
485,977,74,10,740
485,6,183,4,732
486,142,130,3,390
487,801,19,2,38
487,600,171,8,1368
488,27,161,5,805
488,413,39,10,390
489,717,182,6,1092
489,776,54,2,108
489,270,78,10,780
490,679,67,3,201
490,12,113,9,1017
491,840,120,5,600
491,241,149,6,894
491,454,170,10,1700
491,617,197,2,394
492,51,151,2,302
492,781,111,9,999
493,657,91,6,546
493,903,145,1,145
494,403,163,3,489
494,758,132,7,924
494,849,141,5,705
494,677,159,7,1113
495,378,159,4,636
496,255,57,5,285
496,372,79,10,790
496,807,176,5,880
497,926,103,4,412
498,843,175,5,875
498,665,113,1,113
499,524,191,9,1719
500,262,182,4,728
501,630,186,5,930
501,847,160,4,640
502,611,26,9,234
502,236,57,4,228
502,355,34,5,170
503,519,179,4,716
503,433,180,6,1080
504,938,37,7,259
504,500,138,7,966
505,12,113,5,565
506,564,10,3,30
506,727,58,5,290
506,990,167,2,334
506,572,24,2,48
507,380,13,1,13
507,279,93,3,279
507,315,139,8,1112
507,878,130,3,390
508,968,124,4,496
508,696,175,6,1050
509,543,99,4,396
509,224,100,5,500
509,746,49,6,294
509,269,195,7,1365
510,253,195,5,975
510,595,158,8,1264
510,480,17,1,17
511,275,99,3,297
511,426,123,1,123
512,640,94,7,658
512,578,157,6,942
513,178,148,6,888
513,568,97,1,97
513,190,76,3,228
513,794,100,9,900
514,368,71,5,355
514,683,18,7,126
515,236,57,1,57
515,967,184,6,1104
516,311,109,9,981
516,860,64,3,192
517,623,45,2,90
518,448,14,8,112
518,264,141,3,423
519,366,124,2,248
520,836,114,10,1140
520,794,100,9,900
521,591,20,2,40
521,927,166,10,1660
521,460,52,9,468
521,651,83,3,249
522,716,182,3,546
522,97,189,6,1134
523,885,21,10,210
523,133,196,4,784
524,237,185,9,1665
525,526,129,10,1290
526,884,128,2,256
526,138,29,7,203
527,613,200,5,1000
527,660,56,10,560
528,349,48,2,96
528,470,74,4,296
528,325,18,9,162
529,490,77,9,693
529,519,179,4,716
529,410,13,2,26
530,569,37,4,148
530,485,159,3,477
530,117,28,9,252
531,370,25,6,150
531,570,158,7,1106
531,179,177,8,1416
532,106,155,5,775
532,879,32,5,160
532,73,145,2,290
533,339,122,4,488
533,426,123,10,1230
533,543,99,7,693
534,739,186,7,1302
535,799,132,4,528
535,468,11,1,11
535,798,39,6,234
535,422,93,2,186
536,424,164,7,1148
536,990,167,6,1002
537,249,68,8,544
537,886,162,9,1458
537,917,185,8,1480
537,385,82,10,820
538,162,144,5,720
539,603,30,5,150
539,739,186,3,558
540,222,36,2,72
540,917,185,1,185
541,581,69,2,138
541,999,27,9,243
542,752,113,9,1017
543,248,39,10,390
543,201,159,7,1113
543,436,81,10,810
544,460,52,5,260
545,212,200,3,600
545,979,43,8,344
546,191,76,8,608
546,115,67,4,268
547,478,87,2,174
547,487,27,2,54
547,615,163,8,1304
547,696,175,9,1575
548,61,78,9,702
548,942,147,8,1176
549,727,58,9,522
549,433,180,8,1440
550,385,82,6,492
550,885,21,9,189
551,148,135,8,1080
551,390,38,8,304
551,3,168,7,1176
552,591,20,7,140
552,776,54,1,54
553,900,177,4,708
553,159,26,2,52
554,301,113,7,791
554,370,25,3,75
555,539,92,1,92
555,54,197,1,197
555,185,49,4,196
556,594,122,1,122
556,638,16,10,160
556,149,98,2,196
556,418,34,10,340
557,823,103,10,1030
